0.123575042,-0.05473925,0
0.237241314,-0.09227416,0
0.160537549,0.062068182,0
0.203685555,-0.062756347,0
0.05937319,-0.044569034,0
0.208573571,0.07634797,0
0.086021479,0.077230188,0
-0.035015775,-0.040962627,0
0.241674306,-0.038751164,0
0.253171459,-0.034350529,0
0.159802822,0.091182213,0
0.140869859,-0.007638692,0
0.169827429,-0.019259772,0
-0.090374486,0.017542437,0
0.117886504,-0.054720693,0
0.207734212,0.133416775,0
-0.00819552,0.057931141,0
0.294214684,-0.113650065,0
0.110498165,-0.03865396,0
0.204340334,-0.027145033,0
0.073571399,-0.039280501,0
0.300932169,0.045857993,0
0.105426323,-0.00755527,0
0.248067674,-0.065189683,0
0.026484107,-0.153059914,0
0.10877364,-0.180264029,0
0.098199447,-0.041701875,0
0.021239141,0.063321447,0
0.056383142,-0.064596633,0
0.179108558,0.146474423,0
0.071083693,-0.102028941,0
0.286682812,0.037844748,0
0.089302229,0.062635387,0
0.175344407,0.022492219,0
0.145992912,0.032165649,0
0.124083876,-0.048421512,0
0.038637595,-0.169866508,0
0.047124957,0.117895395,0
0.218486533,-0.03831593,0
0.154693563,0.012025749,0
-0.064125397,0.066484401,0
6.80E-06,0.092074008,0
0.109075404,-0.09279086,0
0.133292237,-0.114057717,0
0.139165277,0.093509028,0
0.060635924,0.002535086,0
0.02989681,0.024947414,0
0.068930249,-0.040744566,0
0.083850097,-0.061873532,0
0.102191045,-0.074384141,0
0.083098495,0.10243734,0
0.086538827,-0.028468281,0
-0.005835858,-0.155939201,0
0.204488498,0.170778741,0
0.184569059,0.078419254,0
-0.015075169,0.001182895,0
0.188179918,-0.022792029,0
-0.001012872,0.158321377,0
0.017290304,-0.049102376,0
0.107932972,0.047775835,0
0.101295774,-0.162758411,0
0.096816368,0.099412415,0
0.025324622,-0.00279635,0
0.068008324,-0.096550824,0
0.134710147,-0.028384471,0
0.151449294,-0.013454373,0
-0.090638158,-0.058275169,0
0.231389866,0.156057012,0
0.175991988,0.103624224,0
0.098362238,0.034690429,0
0.139655061,-0.061868313,0
0.097482161,0.093557482,0
0.167035749,-0.156840355,0
0.100697846,0.017143456,0
0.126370539,-0.012558388,0
0.064159904,0.049340243,0
0.146194916,0.132462315,0
0.098950568,0.15409743,0
-0.004453406,-0.093313696,0
-0.007570675,0.018225146,0
0.026023677,0.099618565,0
0.140949119,-0.073576164,0
-0.034458751,-0.079820126,0
0.038213528,-0.019957081,0
0.227090282,-0.072815578,0
0.085739051,0.062256351,0
0.104344512,-0.095966225,0
0.103197936,-0.136460526,0
-0.018957875,0.111083417,0
0.062797912,-0.01688798,0
0.273775205,0.08972105,0
0.252715116,0.053845529,0
-0.012557306,-0.022056588,0
0.119453075,-0.104957329,0
0.199266466,-0.043691016,0
0.15883219,0.06257598,0
-0.007209795,-0.04948457,0
-0.016247821,0.022637073,0
0.269388573,0.012691037,0
0.013871462,0.141299917,0
0.113169106,-0.096673308,1
0.142799529,-0.012393738,1
0.184822989,0.188231855,1
0.169345821,-0.022234823,1
-0.021869423,-0.028843274,1
0.23578423,0.180641819,1
0.01287328,0.255122102,1
-0.086459659,0.008599311,1
0.200159207,0.008928021,1
0.195615646,0.017343952,1
0.093011771,0.115580659,1
